 Local Health Districts, year, Sex, State comparison, Average number per year," Rate per 100,000 population", LL 95% CI, UL 95% CI
 Southern NSW LHD, 2002-2003, Females, Rest of NSW,880,21.6,20.6,22.7
 Southern NSW LHD, 2002-2003, Females, Total NSW,909.2,21.6,20.6,22.6
 Southern NSW LHD, 2002-2003, Persons, Southern NSW LHD,62.7,32.8,27.2,39.1
 Southern NSW LHD, 2002-2003, Persons, Rest of NSW,1753.5,26.1,25.3,27
 Southern NSW LHD, 2002-2003, Persons, Total NSW,1816.2,26.3,25.5,27.2
 Southern NSW LHD, 2003-2004, Males, Southern NSW LHD,33.6,36.3,27.9,46.3
 Southern NSW LHD, 2003-2004, Males, Rest of NSW,830.7,27.7,26.3,29
 Southern NSW LHD, 2003-2004, Males, Total NSW,864.3,28.1,26.7,29.4
 Southern NSW LHD, 2003-2004, Females, Southern NSW LHD,29.2,26,19.7,33.7
 Southern NSW LHD, 2003-2004, Females, Rest of NSW,865.3,20.8,19.8,21.8
 Southern NSW LHD, 2003-2004, Females, Total NSW,894.6,20.8,19.8,21.8
 Southern NSW LHD, 2003-2004, Persons, Southern NSW LHD,62.8,32,26.6,38.2
 Southern NSW LHD, 2003-2004, Persons, Rest of NSW,1696,24.8,24,25.7
 Southern NSW LHD, 2003-2004, Persons, Total NSW,1758.9,25,24.2,25.8
 Southern NSW LHD, 2004-2005, Males, Southern NSW LHD,29.5,31.5,23.8,40.8
 Southern NSW LHD, 2004-2005, Males, Rest of NSW,806,26.4,25.1,27.7
 Southern NSW LHD, 2004-2005, Males, Total NSW,835.4,26.7,25.4,28
 Southern NSW LHD, 2004-2005, Females, Southern NSW LHD,25.2,21.7,16.1,28.6
 Southern NSW LHD, 2004-2005, Females, Rest of NSW,834.9,19.7,18.7,20.6
 Southern NSW LHD, 2004-2005, Females, Total NSW,860.1,19.5,18.6,20.5
 Southern NSW LHD, 2004-2005, Persons, Southern NSW LHD,54.7,27.2,22.3,32.9
 Southern NSW LHD, 2004-2005, Persons, Rest of NSW,1640.8,23.5,22.7,24.4
 Southern NSW LHD, 2004-2005, Persons, Total NSW,1695.5,23.6,22.8,24.4
 Southern NSW LHD, 2005-2006, Males, Southern NSW LHD,26.9,28.3,21.1,37.2
 Southern NSW LHD, 2005-2006, Males, Rest of NSW,819.6,26.3,25,27.6
 Southern NSW LHD, 2005-2006, Males, Total NSW,846.4,26.5,25.2,27.8
 Southern NSW LHD, 2005-2006, Females, Southern NSW LHD,26.3,22,16.4,28.9
 Southern NSW LHD, 2005-2006, Females, Rest of NSW,814,18.8,17.8,19.7
 Southern NSW LHD, 2005-2006, Females, Total NSW,840.4,18.6,17.7,19.6
 Southern NSW LHD, 2005-2006, Persons, Southern NSW LHD,53.2,25.6,20.9,31.1
 Southern NSW LHD, 2005-2006, Persons, Rest of NSW,1633.6,22.9,22.2,23.8
 Southern NSW LHD, 2005-2006, Persons, Total NSW,1686.8,23,22.2,23.8
 Southern NSW LHD, 2006-2007, Males, Southern NSW LHD,25.1,25.4,18.7,33.6
 Southern NSW LHD, 2006-2007, Males, Rest of NSW,829.4,26,24.7,27.3
 Southern NSW LHD, 2006-2007, Males, Total NSW,854.5,26.1,24.9,27.4
 Southern NSW LHD, 2006-2007, Females, Southern NSW LHD,27.8,22.6,17,29.5
 Southern NSW LHD, 2006-2007, Females, Rest of NSW,812.2,18.3,17.4,19.2
 Southern NSW LHD, 2006-2007, Females, Total NSW,840,18.2,17.3,19.1
 Southern NSW LHD, 2006-2007, Persons, Southern NSW LHD,52.9,24.5,20,29.7
 Southern NSW LHD, 2006-2007, Persons, Rest of NSW,1641.7,22.5,21.7,23.3
 Southern NSW LHD, 2006-2007, Persons, Total NSW,1694.5,22.5,21.8,23.3
 Southern NSW LHD, 2007-2008, Males, Southern NSW LHD,27.2,26.3,19.6,34.4
 Southern NSW LHD, 2007-2008, Males, Rest of NSW,810.3,24.7,23.5,25.9
 Southern NSW LHD, 2007-2008, Males, Total NSW,837.5,24.9,23.7,26.2
 Southern NSW LHD, 2007-2008, Females, Southern NSW LHD,28,21.6,16.2,28.1
 Southern NSW LHD, 2007-2008, Females, Rest of NSW,812.7,17.7,16.8,18.6
 Southern NSW LHD, 2007-2008, Females, Total NSW,840.7,17.6,16.7,18.5
 Southern NSW LHD, 2007-2008, Persons, Southern NSW LHD,55.2,24.7,20.2,29.8
 Southern NSW LHD, 2007-2008, Persons, Rest of NSW,1623,21.6,20.8,22.3
 Southern NSW LHD, 2007-2008, Persons, Total NSW,1678.2,21.7,20.9,22.4
 Southern NSW LHD, 2008-2009, Males, Southern NSW LHD,27,25.8,19.2,33.9
 Southern NSW LHD, 2008-2009, Males, Rest of NSW,826.4,24.5,23.3,25.7
 Southern NSW LHD, 2008-2009, Males, Total NSW,853.4,24.8,23.6,26
 Southern NSW LHD, 2008-2009, Females, Southern NSW LHD,26.9,20.2,15.1,26.6
 Southern NSW LHD, 2008-2009, Females, Rest of NSW,803.9,17.1,16.2,17.9
 Southern NSW LHD, 2008-2009, Females, Total NSW,830.8,17,16.1,17.8
 Southern NSW LHD, 2008-2009, Persons, Southern NSW LHD,53.9,23.6,19.3,28.6
 Southern NSW LHD, 2008-2009, Persons, Rest of NSW,1630.3,21.1,20.4,21.9
 Southern NSW LHD, 2008-2009, Persons, Total NSW,1684.2,21.2,20.5,21.9
 Southern NSW LHD, 2009-2010, Males, Southern NSW LHD,29.3,27.6,20.8,35.8
 Southern NSW LHD, 2009-2010, Males, Rest of NSW,846.7,24.4,23.2,25.6
 Southern NSW LHD, 2009-2010, Males, Total NSW,876,24.7,23.5,25.9
 Southern NSW LHD, 2009-2010, Females, Southern NSW LHD,26.2,19.3,14.3,25.5
 Southern NSW LHD, 2009-2010, Females, Rest of NSW,793.2,16.4,15.6,17.3
 Southern NSW LHD, 2009-2010, Females, Total NSW,819.4,16.3,15.5,17.2
 Southern NSW LHD, 2009-2010, Persons, Southern NSW LHD,55.5,23.9,19.5,28.8
 Southern NSW LHD, 2009-2010, Persons, Rest of NSW,1639.9,20.7,20,21.4
 Southern NSW LHD, 2009-2010, Persons, Total NSW,1695.4,20.8,20.1,21.5
 Southern NSW LHD, 2010-2011, Males, Southern NSW LHD,32.3,29.1,22.3,37.3
 Southern NSW LHD, 2010-2011, Males, Rest of NSW,851.8,23.8,22.7,25
 Southern NSW LHD, 2010-2011, Males, Total NSW,884,24.2,23,25.3
 Southern NSW LHD, 2010-2011, Females, Southern NSW LHD,26.2,18.2,13.5,23.9
 Southern NSW LHD, 2010-2011, Females, Rest of NSW,798.4,16.1,15.3,16.9
 Southern NSW LHD, 2010-2011, Females, Total NSW,824.6,16,15.2,16.8
 Southern NSW LHD, 2010-2011, Persons, Southern NSW LHD,58.4,24,19.8,28.9
 Southern NSW LHD, 2010-2011, Persons, Rest of NSW,1650.2,20.3,19.6,21
 Southern NSW LHD, 2010-2011, Persons, Total NSW,1708.6,20.4,19.7,21.1
 Southern NSW LHD, 2011-2012, Males, Southern NSW LHD,31.8,27.8,21.2,35.7
 Southern NSW LHD, 2011-2012, Males, Rest of NSW,858.7,23.5,22.4,24.6
 Southern NSW LHD, 2011-2012, Males, Total NSW,890.6,23.8,22.7,24.9
 Southern NSW LHD, 2011-2012, Females, Southern NSW LHD,25.4,17.2,12.6,22.9
 Southern NSW LHD, 2011-2012, Females, Rest of NSW,797.9,15.7,15,16.6
 Southern NSW LHD, 2011-2012, Females, Total NSW,823.3,15.6,14.8,16.4
 Southern NSW LHD, 2011-2012, Persons, Southern NSW LHD,57.2,22.7,18.6,27.4
 Southern NSW LHD, 2011-2012, Persons, Rest of NSW,1656.7,19.9,19.2,20.6
 Southern NSW LHD, 2011-2012, Persons, Total NSW,1713.9,20,19.3,20.6
 Southern NSW LHD, 2012-2013, Males, Southern NSW LHD,31.4,26.6,20.2,34.2
 Southern NSW LHD, 2012-2013, Males, Rest of NSW,875.5,23.4,22.3,24.6
 Southern NSW LHD, 2012-2013, Males, Total NSW,906.9,23.7,22.6,24.8
 Southern NSW LHD, 2012-2013, Females, Southern NSW LHD,25.5,16.9,12.4,22.4
 Southern NSW LHD, 2012-2013, Females, Rest of NSW,770.1,14.9,14.2,15.7
 Southern NSW LHD, 2012-2013, Females, Total NSW,795.5,14.8,14,15.5
 Southern NSW LHD, 2012-2013, Persons, Southern NSW LHD,56.9,22.1,18.1,26.7
 Southern NSW LHD, 2012-2013, Persons, Rest of NSW,1645.5,19.4,18.7,20
 Southern NSW LHD, 2012-2013, Persons, Total NSW,1702.4,19.4,18.7,20.1
 Southern NSW LHD, 2013-2014, Males, Southern NSW LHD,31.5,25.1,19.1,32.4
 Southern NSW LHD, 2013-2014, Males, Rest of NSW,915.3,23.9,22.8,25.1
 Southern NSW LHD, 2013-2014, Males, Total NSW,946.8,24.1,23,25.2
 Southern NSW LHD, 2013-2014, Females, Southern NSW LHD,24.2,15.2,11.1,20.3
 Southern NSW LHD, 2013-2014, Females, Rest of NSW,772.9,14.6,13.9,15.4
 Southern NSW LHD, 2013-2014, Females, Total NSW,797.1,14.4,13.7,15.2
 Southern NSW LHD, 2013-2014, Persons, Southern NSW LHD,55.7,20.5,16.7,24.7
 Southern NSW LHD, 2013-2014, Persons, Rest of NSW,1688.2,19.5,18.8,20.1
 Southern NSW LHD, 2013-2014, Persons, Total NSW,1743.9,19.4,18.8,20.1
 Southern NSW LHD, 2014-2015, Males, Southern NSW LHD,33.3,26.1,20,33.3
 Southern NSW LHD, 2014-2015, Males, Rest of NSW,946.8,24.2,23.1,25.3
 Southern NSW LHD, 2014-2015, Males, Total NSW,980,24.4,23.3,25.5
 Southern NSW LHD, 2014-2015, Females, Southern NSW LHD,23.9,15.2,11,20.3
 Southern NSW LHD, 2014-2015, Females, Rest of NSW,785.5,14.6,13.9,15.4
 Southern NSW LHD, 2014-2015, Females, Total NSW,809.5,14.3,13.6,15.1
 Southern NSW LHD, 2014-2015, Persons, Southern NSW LHD,57.2,20.7,17,25
 Southern NSW LHD, 2014-2015, Persons, Rest of NSW,1732.3,19.6,18.9,20.2
 Southern NSW LHD, 2014-2015, Persons, Total NSW,1789.5,19.5,18.9,20.2
 Southern NSW LHD, 2015-2016, Males, Southern NSW LHD,35.1,28.2,21.7,35.9
 Southern NSW LHD, 2015-2016, Males, Rest of NSW,959.6,24,22.9,25.1
 Southern NSW LHD, 2015-2016, Males, Total NSW,994.7,24.2,23.1,25.3
 Southern NSW LHD, 2015-2016, Females, Southern NSW LHD,24.8,15.7,11.4,20.9
 Southern NSW LHD, 2015-2016, Females, Rest of NSW,773.9,14.2,13.5,15
 Southern NSW LHD, 2015-2016, Females, Total NSW,798.7,14,13.2,14.7
 Southern NSW LHD, 2015-2016, Persons, Southern NSW LHD,59.9,22,18.1,26.5
 Southern NSW LHD, 2015-2016, Persons, Rest of NSW,1733.5,19.2,18.5,19.8
 Southern NSW LHD, 2015-2016, Persons, Total NSW,1793.4,19.1,18.5,19.8
 Murrumbidgee LHD, 2001-2002, Males, Murrumbidgee LHD,41.2,36.2,28.7,45.1
 Murrumbidgee LHD, 2001-2002, Males, Rest of NSW,886.4,30.6,29.2,32.1
 Murrumbidgee LHD, 2001-2002, Males, Total NSW,927.6,31,29.5,32.4
 Murrumbidgee LHD, 2001-2002, Females, Murrumbidgee LHD,34.3,22.9,17.7,29.1
 Murrumbidgee LHD, 2001-2002, Females, Rest of NSW,853.8,21.7,20.7,22.8
 Murrumbidgee LHD, 2001-2002, Females, Total NSW,888.1,21.6,20.6,22.7
 Murrumbidgee LHD, 2001-2002, Persons, Murrumbidgee LHD,75.5,30.3,25.7,35.6
 Murrumbidgee LHD, 2001-2002, Persons, Rest of NSW,1740.2,26.7,25.8,27.6
 Murrumbidgee LHD, 2001-2002, Persons, Total NSW,1815.7,26.8,26,27.7
 Murrumbidgee LHD, 2002-2003, Males, Murrumbidgee LHD,40.1,35.1,27.8,43.8
 Murrumbidgee LHD, 2002-2003, Males, Rest of NSW,866.9,29.5,28.1,30.9
 Murrumbidgee LHD, 2002-2003, Males, Total NSW,906.9,29.8,28.4,31.3
 Murrumbidgee LHD, 2002-2003, Females, Murrumbidgee LHD,34.4,22.6,17.5,28.7
 Murrumbidgee LHD, 2002-2003, Females, Rest of NSW,874.8,21.7,20.7,22.8
 Murrumbidgee LHD, 2002-2003, Females, Total NSW,909.2,21.6,20.6,22.6
 Murrumbidgee LHD, 2002-2003, Persons, Murrumbidgee LHD,74.5,29.4,24.9,34.6
 Murrumbidgee LHD, 2002-2003, Persons, Rest of NSW,1741.7,26.2,25.3,27.1
 Murrumbidgee LHD, 2002-2003, Persons, Total NSW,1816.2,26.3,25.5,27.2
 Murrumbidgee LHD, 2003-2004, Males, Murrumbidgee LHD,37.5,32.6,25.6,41
 Murrumbidgee LHD, 2003-2004, Males, Rest of NSW,826.8,27.7,26.4,29.1
 Murrumbidgee LHD, 2003-2004, Males, Total NSW,864.3,28.1,26.7,29.4
 Murrumbidgee LHD, 2003-2004, Females, Murrumbidgee LHD,33.5,22,16.9,28
 Murrumbidgee LHD, 2003-2004, Females, Rest of NSW,861,20.9,19.9,21.9
 Murrumbidgee LHD, 2003-2004, Females, Total NSW,894.6,20.8,19.8,21.8
 Murrumbidgee LHD, 2003-2004, Persons, Murrumbidgee LHD,71.1,27.8,23.4,32.8
 Murrumbidgee LHD, 2003-2004, Persons, Rest of NSW,1687.8,24.9,24.1,25.8
 Murrumbidgee LHD, 2003-2004, Persons, Total NSW,1758.9,25,24.2,25.8
 Murrumbidgee LHD, 2004-2005, Males, Murrumbidgee LHD,35.1,30.1,23.4,38.2
 Murrumbidgee LHD, 2004-2005, Males, Rest of NSW,800.3,26.4,25.1,27.7
 Murrumbidgee LHD, 2004-2005, Males, Total NSW,835.4,26.7,25.4,28
 Murrumbidgee LHD, 2004-2005, Females, Murrumbidgee LHD,31.6,20.3,15.5,26.1
 Murrumbidgee LHD, 2004-2005, Females, Rest of NSW,828.5,19.7,18.7,20.7
 Murrumbidgee LHD, 2004-2005, Females, Total NSW,860.1,19.5,18.6,20.5
 Murrumbidgee LHD, 2004-2005, Persons, Murrumbidgee LHD,66.7,26,21.7,30.8
 Murrumbidgee LHD, 2004-2005, Persons, Rest of NSW,1628.8,23.6,22.7,24.4
 Murrumbidgee LHD, 2004-2005, Persons, Total NSW,1695.5,23.6,22.8,24.4
 Murrumbidgee LHD, 2005-2006, Males, Murrumbidgee LHD,36,30.7,23.9,38.8
 Murrumbidgee LHD, 2005-2006, Males, Rest of NSW,810.4,26.2,24.9,27.5
 Murrumbidgee LHD, 2005-2006, Males, Total NSW,846.4,26.5,25.2,27.8
 Murrumbidgee LHD, 2005-2006, Females, Murrumbidgee LHD,31.8,19.5,14.9,25.1
 Murrumbidgee LHD, 2005-2006, Females, Rest of NSW,808.6,18.8,17.9,19.8
 Murrumbidgee LHD, 2005-2006, Females, Total NSW,840.4,18.6,17.7,19.6
 Murrumbidgee LHD, 2005-2006, Persons, Murrumbidgee LHD,67.8,25.8,21.6,30.6
 Murrumbidgee LHD, 2005-2006, Persons, Rest of NSW,1619,22.9,22.1,23.7
 Murrumbidgee LHD, 2005-2006, Persons, Total NSW,1686.8,23,22.2,23.8
 Murrumbidgee LHD, 2006-2007, Males, Murrumbidgee LHD,38.3,32.5,25.5,40.8
 Murrumbidgee LHD, 2006-2007, Males, Rest of NSW,816.2,25.7,24.5,27
 Murrumbidgee LHD, 2006-2007, Males, Total NSW,854.5,26.1,24.9,27.4
 Murrumbidgee LHD, 2006-2007, Females, Murrumbidgee LHD,32.3,19.5,14.9,25
 Murrumbidgee LHD, 2006-2007, Females, Rest of NSW,807.7,18.3,17.4,19.3
 Murrumbidgee LHD, 2006-2007, Females, Total NSW,840,18.2,17.3,19.1
 Murrumbidgee LHD, 2006-2007, Persons, Murrumbidgee LHD,70.6,26.5,22.3,31.4
 Murrumbidgee LHD, 2006-2007, Persons, Rest of NSW,1623.9,22.4,21.6,23.2
 Murrumbidgee LHD, 2006-2007, Persons, Total NSW,1694.5,22.5,21.8,23.3
 Murrumbidgee LHD, 2007-2008, Males, Murrumbidgee LHD,37.6,30.9,24.2,38.8
 Murrumbidgee LHD, 2007-2008, Males, Rest of NSW,799.9,24.5,23.3,25.8
 Murrumbidgee LHD, 2007-2008, Males, Total NSW,837.5,24.9,23.7,26.2
 Murrumbidgee LHD, 2007-2008, Females, Murrumbidgee LHD,29.7,17.4,13.2,22.6
 Murrumbidgee LHD, 2007-2008, Females, Rest of NSW,811,17.8,16.9,18.7
 Murrumbidgee LHD, 2007-2008, Females, Total NSW,840.7,17.6,16.7,18.5
 Murrumbidgee LHD, 2007-2008, Persons, Murrumbidgee LHD,67.3,24.6,20.6,29.2
 Murrumbidgee LHD, 2007-2008, Persons, Rest of NSW,1610.9,21.5,20.8,22.3
 Murrumbidgee LHD, 2007-2008, Persons, Total NSW,1678.2,21.7,20.9,22.4
 Murrumbidgee LHD, 2008-2009, Males, Murrumbidgee LHD,38.1,30.4,23.9,38.2
 Murrumbidgee LHD, 2008-2009, Males, Rest of NSW,815.3,24.3,23.2,25.5
 Murrumbidgee LHD, 2008-2009, Males, Total NSW,853.4,24.8,23.6,26
 Murrumbidgee LHD, 2008-2009, Females, Murrumbidgee LHD,30.7,17.9,13.6,23.1
 Murrumbidgee LHD, 2008-2009, Females, Rest of NSW,800,17.1,16.3,18
 Murrumbidgee LHD, 2008-2009, Females, Total NSW,830.8,17,16.1,17.8
 Murrumbidgee LHD, 2008-2009, Persons, Murrumbidgee LHD,68.9,24.6,20.6,29.1
 Murrumbidgee LHD, 2008-2009, Persons, Rest of NSW,1615.3,21.1,20.3,21.8
 Murrumbidgee LHD, 2008-2009, Persons, Total NSW,1684.2,21.2,20.5,21.9
 Murrumbidgee LHD, 2009-2010, Males, Murrumbidgee LHD,37.1,29.1,22.7,36.6
 Murrumbidgee LHD, 2009-2010, Males, Rest of NSW,838.9,24.3,23.1,25.5
 Murrumbidgee LHD, 2009-2010, Males, Total NSW,876,24.7,23.5,25.9
 Murrumbidgee LHD, 2009-2010, Females, Murrumbidgee LHD,33.2,19.3,14.7,24.8
 Murrumbidgee LHD, 2009-2010, Females, Rest of NSW,786.2,16.4,15.6,17.3
 Murrumbidgee LHD, 2009-2010, Females, Total NSW,819.4,16.3,15.5,17.2
 Murrumbidgee LHD, 2009-2010, Persons, Murrumbidgee LHD,70.3,24.7,20.7,29.2
 Murrumbidgee LHD, 2009-2010, Persons, Rest of NSW,1625.1,20.7,20,21.4
 Murrumbidgee LHD, 2009-2010, Persons, Total NSW,1695.4,20.8,20.1,21.5
 Murrumbidgee LHD, 2010-2011, Males, Murrumbidgee LHD,36.7,27.9,21.7,35.2
 Murrumbidgee LHD, 2010-2011, Males, Rest of NSW,847.3,23.8,22.7,25
 Murrumbidgee LHD, 2010-2011, Males, Total NSW,884,24.2,23,25.3
 Murrumbidgee LHD, 2010-2011, Females, Murrumbidgee LHD,32.9,18.7,14.3,24.1
 Murrumbidgee LHD, 2010-2011, Females, Rest of NSW,791.7,16.1,15.3,16.9
 Murrumbidgee LHD, 2010-2011, Females, Total NSW,824.6,16,15.2,16.8
 Murrumbidgee LHD, 2010-2011, Persons, Murrumbidgee LHD,69.6,23.8,19.9,28.2
 Murrumbidgee LHD, 2010-2011, Persons, Rest of NSW,1639,20.3,19.6,21
 Murrumbidgee LHD, 2010-2011, Persons, Total NSW,1708.6,20.4,19.7,21.1
 Murrumbidgee LHD, 2011-2012, Males, Murrumbidgee LHD,38.5,28.8,22.6,36.2
 Murrumbidgee LHD, 2011-2012, Males, Rest of NSW,852,23.4,22.3,24.6
 Murrumbidgee LHD, 2011-2012, Males, Total NSW,890.6,23.8,22.7,24.9
 Murrumbidgee LHD, 2011-2012, Females, Murrumbidgee LHD,30.6,16.9,12.7,22
 Murrumbidgee LHD, 2011-2012, Females, Rest of NSW,792.7,15.8,15,16.6
 Murrumbidgee LHD, 2011-2012, Females, Total NSW,823.3,15.6,14.8,16.4
 Murrumbidgee LHD, 2011-2012, Persons, Murrumbidgee LHD,69.1,23.2,19.4,27.6
 Murrumbidgee LHD, 2011-2012, Persons, Rest of NSW,1644.8,19.9,19.2,20.6
 Murrumbidgee LHD, 2011-2012, Persons, Total NSW,1713.9,20,19.3,20.6
 Murrumbidgee LHD, 2012-2013, Males, Murrumbidgee LHD,39.4,28.9,22.7,36.2
 Murrumbidgee LHD, 2012-2013, Males, Rest of NSW,867.5,23.3,22.2,24.5
 Murrumbidgee LHD, 2012-2013, Males, Total NSW,906.9,23.7,22.6,24.8
 Murrumbidgee LHD, 2012-2013, Females, Murrumbidgee LHD,28.2,15.2,11.3,20
 Murrumbidgee LHD, 2012-2013, Females, Rest of NSW,767.3,15,14.2,15.8
 Murrumbidgee LHD, 2012-2013, Females, Total NSW,795.5,14.8,14,15.5
 Murrumbidgee LHD, 2012-2013, Persons, Murrumbidgee LHD,67.7,22.3,18.6,26.6
 Murrumbidgee LHD, 2012-2013, Persons, Rest of NSW,1634.8,19.3,18.7,20
 Murrumbidgee LHD, 2012-2013, Persons, Total NSW,1702.4,19.4,18.7,20.1
 Murrumbidgee LHD, 2013-2014, Males, Murrumbidgee LHD,40.8,29.9,23.6,37.3
 Murrumbidgee LHD, 2013-2014, Males, Rest of NSW,905.9,23.8,22.7,24.9
 Murrumbidgee LHD, 2013-2014, Males, Total NSW,946.8,24.1,23,25.2
 Murrumbidgee LHD, 2013-2014, Females, Murrumbidgee LHD,28.7,15.3,11.3,20.1
 Murrumbidgee LHD, 2013-2014, Females, Rest of NSW,768.4,14.7,13.9,15.4
 Murrumbidgee LHD, 2013-2014, Females, Total NSW,797.1,14.4,13.7,15.2
 Murrumbidgee LHD, 2013-2014, Persons, Murrumbidgee LHD,69.5,22.9,19.1,27.2
 Murrumbidgee LHD, 2013-2014, Persons, Rest of NSW,1674.4,19.4,18.7,20.1
 Murrumbidgee LHD, 2013-2014, Persons, Total NSW,1743.9,19.4,18.8,20.1
 Murrumbidgee LHD, 2014-2015, Males, Murrumbidgee LHD,42,30.1,23.8,37.5
 Murrumbidgee LHD, 2014-2015, Males, Rest of NSW,938,24.1,23,25.2
 Murrumbidgee LHD, 2014-2015, Males, Total NSW,980,24.4,23.3,25.5
 Murrumbidgee LHD, 2014-2015, Females, Murrumbidgee LHD,29.1,15.6,11.6,20.4
 Murrumbidgee LHD, 2014-2015, Females, Rest of NSW,780.4,14.6,13.9,15.4
 Murrumbidgee LHD, 2014-2015, Females, Total NSW,809.5,14.3,13.6,15.1
 Murrumbidgee LHD, 2014-2015, Persons, Murrumbidgee LHD,71.1,23.1,19.3,27.4
 Murrumbidgee LHD, 2014-2015, Persons, Rest of NSW,1718.4,19.5,18.8,20.2
 Murrumbidgee LHD, 2014-2015, Persons, Total NSW,1789.5,19.5,18.9,20.2
 Murrumbidgee LHD, 2015-2016, Males, Murrumbidgee LHD,45.8,31.8,25.4,39.3
 Murrumbidgee LHD, 2015-2016, Males, Rest of NSW,948.9,23.8,22.7,24.9
 Murrumbidgee LHD, 2015-2016, Males, Total NSW,994.7,24.2,23.1,25.3
 Murrumbidgee LHD, 2015-2016, Females, Murrumbidgee LHD,26.8,14.4,10.5,19.1
 Murrumbidgee LHD, 2015-2016, Females, Rest of NSW,771.9,14.3,13.6,15
 Murrumbidgee LHD, 2015-2016, Females, Total NSW,798.7,14,13.2,14.7
 Murrumbidgee LHD, 2015-2016, Persons, Murrumbidgee LHD,72.7,23.2,19.4,27.4
 Murrumbidgee LHD, 2015-2016, Persons, Rest of NSW,1720.8,19.1,18.5,19.8
 Murrumbidgee LHD, 2015-2016, Persons, Total NSW,1793.4,19.1,18.5,19.8
 Western NSW LHD, 2001-2002, Males, Western NSW LHD,48.3,38.5,31.1,47.2
 Western NSW LHD, 2001-2002, Males, Rest of NSW,879.3,30.5,29.1,32
 Western NSW LHD, 2001-2002, Males, Total NSW,927.6,31,29.5,32.4
 Western NSW LHD, 2001-2002, Females, Western NSW LHD,37,22.9,17.9,28.8
 Western NSW LHD, 2001-2002, Females, Rest of NSW,851.1,21.7,20.7,22.8
 Western NSW LHD, 2001-2002, Females, Total NSW,888.1,21.6,20.6,22.7
 Western NSW LHD, 2001-2002, Persons, Western NSW LHD,85.3,31.2,26.7,36.3
 Western NSW LHD, 2001-2002, Persons, Rest of NSW,1730.4,26.7,25.8,27.6
 Western NSW LHD, 2001-2002, Persons, Total NSW,1815.7,26.8,26,27.7
 Western NSW LHD, 2002-2003, Males, Western NSW LHD,46,37,29.7,45.5
 Western NSW LHD, 2002-2003, Males, Rest of NSW,861,29.4,28,30.8
 Western NSW LHD, 2002-2003, Males, Total NSW,906.9,29.8,28.4,31.3
 Western NSW LHD, 2002-2003, Females, Western NSW LHD,39,23.6,18.6,29.6
 Western NSW LHD, 2002-2003, Females, Rest of NSW,870.3,21.7,20.7,22.7
 Western NSW LHD, 2002-2003, Females, Total NSW,909.2,21.6,20.6,22.6
 Western NSW LHD, 2002-2003, Persons, Western NSW LHD,85,30.8,26.3,35.8
 Western NSW LHD, 2002-2003, Persons, Rest of NSW,1731.2,26.1,25.2,27
 Western NSW LHD, 2002-2003, Persons, Total NSW,1816.2,26.3,25.5,27.2
 Western NSW LHD, 2003-2004, Males, Western NSW LHD,43.5,35,27.9,43.4
 Western NSW LHD, 2003-2004, Males, Rest of NSW,820.8,27.6,26.3,29
 Western NSW LHD, 2003-2004, Males, Total NSW,864.3,28.1,26.7,29.4
 Western NSW LHD, 2003-2004, Females, Western NSW LHD,38.7,22.9,18,28.7
 Western NSW LHD, 2003-2004, Females, Rest of NSW,855.8,20.9,19.9,21.9
 Western NSW LHD, 2003-2004, Females, Total NSW,894.6,20.8,19.8,21.8
 Western NSW LHD, 2003-2004, Persons, Western NSW LHD,82.2,29.6,25.3,34.5
 Western NSW LHD, 2003-2004, Persons, Rest of NSW,1676.6,24.8,24,25.7
 Western NSW LHD, 2003-2004, Persons, Total NSW,1758.9,25,24.2,25.8
 Western NSW LHD, 2004-2005, Males, Western NSW LHD,40.3,32.2,25.5,40.2
 Western NSW LHD, 2004-2005, Males, Rest of NSW,795.1,26.3,25,27.7
 Western NSW LHD, 2004-2005, Males, Total NSW,835.4,26.7,25.4,28
 Western NSW LHD, 2004-2005, Females, Western NSW LHD,36.7,21.5,16.8,27.1
 Western NSW LHD, 2004-2005, Females, Rest of NSW,823.4,19.6,18.7,20.6
 Western NSW LHD, 2004-2005, Females, Total NSW,860.1,19.5,18.6,20.5
 Western NSW LHD, 2004-2005, Persons, Western NSW LHD,77,27.6,23.4,32.3
 Western NSW LHD, 2004-2005, Persons, Rest of NSW,1618.5,23.5,22.7,24.3
 Western NSW LHD, 2004-2005, Persons, Total NSW,1695.5,23.6,22.8,24.4
 Western NSW LHD, 2005-2006, Males, Western NSW LHD,42.6,32.7,26,40.6
 Western NSW LHD, 2005-2006, Males, Rest of NSW,803.8,26.1,24.8,27.4
 Western NSW LHD, 2005-2006, Males, Total NSW,846.4,26.5,25.2,27.8
 Western NSW LHD, 2005-2006, Females, Western NSW LHD,35.7,20.4,15.9,25.9
 Western NSW LHD, 2005-2006, Females, Rest of NSW,804.7,18.8,17.9,19.7
 Western NSW LHD, 2005-2006, Females, Total NSW,840.4,18.6,17.7,19.6
 Western NSW LHD, 2005-2006, Persons, Western NSW LHD,78.3,27.4,23.2,32.1
 Western NSW LHD, 2005-2006, Persons, Rest of NSW,1608.6,22.8,22.1,23.7
 Western NSW LHD, 2005-2006, Persons, Total NSW,1686.8,23,22.2,23.8
 Western NSW LHD, 2006-2007, Males, Western NSW LHD,42,31.1,24.7,38.7
 Western NSW LHD, 2006-2007, Males, Rest of NSW,812.6,25.7,24.5,27
