 Local Health Districts, year, State comparison, Sex, Number," Rate per 100,000 population", LL 95% CI, UL 95% CI
 Mid North Coast LHD, 2007-08, Total NSW, Females,"17,151",452.4,445.5,459.3
 Mid North Coast LHD, 2007-08, Total NSW, Persons,"42,358",592.2,586.5,597.9
 Mid North Coast LHD, 2008-09, Mid North Coast LHD, Males,822,825.8,767.1,887.5
 Mid North Coast LHD, 2008-09, Mid North Coast LHD, Females,588,488,446.1,532.6
 Mid North Coast LHD, 2008-09, Mid North Coast LHD, Persons,"1,409",653.9,617.9,691.3
 Mid North Coast LHD, 2008-09, Rest of NSW, Males,"24,713",727.2,718.1,736.3
 Mid North Coast LHD, 2008-09, Rest of NSW, Females,"17,106",459.6,452.7,466.7
 Mid North Coast LHD, 2008-09, Rest of NSW, Persons,"41,820",592.5,586.8,598.2
 Mid North Coast LHD, 2008-09, Total NSW, Males,"25,535",729.3,720.3,738.3
 Mid North Coast LHD, 2008-09, Total NSW, Females,"17,694",459.8,452.9,466.7
 Mid North Coast LHD, 2008-09, Total NSW, Persons,"43,229",593.4,587.8,599
 Mid North Coast LHD, 2009-10, Mid North Coast LHD, Males,794,795.6,738.1,856.2
 Mid North Coast LHD, 2009-10, Mid North Coast LHD, Females,533,425.8,387.1,467
 Mid North Coast LHD, 2009-10, Mid North Coast LHD, Persons,"1,327",606.3,571.8,642.2
 Mid North Coast LHD, 2009-10, Rest of NSW, Males,"24,835",716.9,707.9,725.9
 Mid North Coast LHD, 2009-10, Rest of NSW, Females,"17,421",458.2,451.3,465.2
 Mid North Coast LHD, 2009-10, Rest of NSW, Persons,"42,256",586.7,581.1,592.4
 Mid North Coast LHD, 2009-10, Total NSW, Males,"25,629",718,709.2,726.9
 Mid North Coast LHD, 2009-10, Total NSW, Females,"17,954",456.6,449.8,463.4
 Mid North Coast LHD, 2009-10, Total NSW, Persons,"43,583",586.3,580.7,591.8
 Mid North Coast LHD, 2010-11, Mid North Coast LHD, Males,821,785.7,729.6,844.9
 Mid North Coast LHD, 2010-11, Mid North Coast LHD, Females,668,526.8,483.9,572.3
 Mid North Coast LHD, 2010-11, Mid North Coast LHD, Persons,"1,488",653.7,618.4,690.4
 Mid North Coast LHD, 2010-11, Rest of NSW, Males,"25,403",719.1,710.2,728
 Mid North Coast LHD, 2010-11, Rest of NSW, Females,"17,633",454.4,447.6,461.3
 Mid North Coast LHD, 2010-11, Rest of NSW, Persons,"43,036",585.5,580,591.1
 Mid North Coast LHD, 2010-11, Total NSW, Males,"26,223",720.4,711.7,729.3
 Mid North Coast LHD, 2010-11, Total NSW, Females,"18,301",456,449.3,462.8
 Mid North Coast LHD, 2010-11, Total NSW, Persons,"44,524",586.7,581.2,592.2
 Mid North Coast LHD, 2011-12, Mid North Coast LHD, Males,837,799.3,742.2,859.4
 Mid North Coast LHD, 2011-12, Mid North Coast LHD, Females,575,442.5,403.6,484
 Mid North Coast LHD, 2011-12, Mid North Coast LHD, Persons,"1,412",617.2,582.7,653
 Mid North Coast LHD, 2011-12, Rest of NSW, Males,"26,139",725.7,716.9,734.6
 Mid North Coast LHD, 2011-12, Rest of NSW, Females,"18,205",463.6,456.7,470.5
 Mid North Coast LHD, 2011-12, Rest of NSW, Persons,"44,344",593,587.4,598.6
 Mid North Coast LHD, 2011-12, Total NSW, Males,"26,976",726.6,717.9,735.4
 Mid North Coast LHD, 2011-12, Total NSW, Females,"18,780",462.4,455.7,469.2
 Mid North Coast LHD, 2011-12, Total NSW, Persons,"45,756",592.6,587.1,598.1
 Mid North Coast LHD, 2012-13, Mid North Coast LHD, Males,782,727.5,673.5,784.4
 Mid North Coast LHD, 2012-13, Mid North Coast LHD, Females,586,444.3,405,485.9
 Mid North Coast LHD, 2012-13, Mid North Coast LHD, Persons,"1,368",582.8,549.5,617.4
 Mid North Coast LHD, 2012-13, Rest of NSW, Males,"27,165",746,737.1,755
 Mid North Coast LHD, 2012-13, Rest of NSW, Females,"18,472",460.6,453.9,467.4
 Mid North Coast LHD, 2012-13, Rest of NSW, Persons,"45,637",601,595.4,606.6
 Mid North Coast LHD, 2012-13, Total NSW, Males,"27,947",744.5,735.7,753.3
 Mid North Coast LHD, 2012-13, Total NSW, Females,"19,058",459.4,452.8,466.1
 Mid North Coast LHD, 2012-13, Total NSW, Persons,"47,005",599.4,593.9,604.9
 Mid North Coast LHD, 2013-14, Mid North Coast LHD, Males,773,723.2,669.3,779.9
 Mid North Coast LHD, 2013-14, Mid North Coast LHD, Females,545,407.6,370.3,447.3
 Mid North Coast LHD, 2013-14, Mid North Coast LHD, Persons,"1,318",560.9,528.3,594.9
 Mid North Coast LHD, 2013-14, Rest of NSW, Males,"27,347",739.8,731,748.7
 Mid North Coast LHD, 2013-14, Rest of NSW, Females,"18,758",464.7,457.9,471.5
 Mid North Coast LHD, 2013-14, Rest of NSW, Persons,"46,105",599.9,594.4,605.4
 Mid North Coast LHD, 2013-14, Total NSW, Males,"28,120",738.4,729.8,747.2
 Mid North Coast LHD, 2013-14, Total NSW, Females,"19,303",462.3,455.7,469
 Mid North Coast LHD, 2013-14, Total NSW, Persons,"47,423",597.7,592.2,603.1
 Mid North Coast LHD, 2014-15, Mid North Coast LHD, Males,849,759.8,705.4,817.2
 Mid North Coast LHD, 2014-15, Mid North Coast LHD, Females,538,376.8,342.2,413.6
 Mid North Coast LHD, 2014-15, Mid North Coast LHD, Persons,"1,386",563.1,531,596.5
 Mid North Coast LHD, 2014-15, Rest of NSW, Males,"28,026",745.9,737.1,754.7
 Mid North Coast LHD, 2014-15, Rest of NSW, Females,"18,711",455.7,449.1,462.4
 Mid North Coast LHD, 2014-15, Rest of NSW, Persons,"46,737",598.2,592.7,603.7
 Mid North Coast LHD, 2014-15, Total NSW, Males,"28,875",745.7,737.1,754.4
 Mid North Coast LHD, 2014-15, Total NSW, Females,"19,248",453.2,446.7,459.8
 Mid North Coast LHD, 2014-15, Total NSW, Persons,"48,123",596.5,591.1,601.9
 Mid North Coast LHD, 2015-16, Mid North Coast LHD, Males,806,713,660.6,768.1
 Mid North Coast LHD, 2015-16, Mid North Coast LHD, Females,556,408.3,371.3,447.9
 Mid North Coast LHD, 2015-16, Mid North Coast LHD, Persons,"1,361",556.4,524.4,589.7
 Mid North Coast LHD, 2015-16, Rest of NSW, Males,"27,823",728.2,719.6,736.9
 Mid North Coast LHD, 2015-16, Rest of NSW, Females,"18,409",441.2,434.7,447.7
 Mid North Coast LHD, 2015-16, Rest of NSW, Persons,"46,231",582.7,577.3,588.1
 Mid North Coast LHD, 2015-16, Total NSW, Males,"28,628",729.8,721.3,738.4
 Mid North Coast LHD, 2015-16, Total NSW, Females,"18,964",440.2,433.8,446.6
 Mid North Coast LHD, 2015-16, Total NSW, Persons,"47,593",582.5,577.2,587.8
 Mid North Coast LHD, 2016-17, Mid North Coast LHD, Males,904,788.6,733.6,846.4
 Mid North Coast LHD, 2016-17, Mid North Coast LHD, Females,577,387.6,353,424.3
 Mid North Coast LHD, 2016-17, Mid North Coast LHD, Persons,"1,480",583.2,550.9,616.8
 Mid North Coast LHD, 2016-17, Rest of NSW, Males,"29,318",752.6,743.9,761.3
 Mid North Coast LHD, 2016-17, Rest of NSW, Females,"19,383",455.4,448.9,462
 Mid North Coast LHD, 2016-17, Rest of NSW, Persons,"48,701",602.5,597.1,607.9
 Mid North Coast LHD, 2016-17, Total NSW, Males,"30,222",766.2,757.5,775
 Mid North Coast LHD, 2016-17, Total NSW, Females,"19,959",459.4,452.9,465.9
 Mid North Coast LHD, 2016-17, Total NSW, Persons,"50,182",610.3,604.9,615.7
 Southern NSW LHD, 2001-02, Southern NSW LHD, Males,613,716.6,659.9,776.9
 Southern NSW LHD, 2001-02, Southern NSW LHD, Females,366,388.7,349.3,431.3
 Southern NSW LHD, 2001-02, Southern NSW LHD, Persons,979,556,521.1,592.5
 Southern NSW LHD, 2001-02, Rest of NSW, Males,"23,301",748.6,739,758.3
 Southern NSW LHD, 2001-02, Rest of NSW, Females,"14,116",412.8,406,419.7
 Southern NSW LHD, 2001-02, Rest of NSW, Persons,"37,417",581.3,575.4,587.2
 Southern NSW LHD, 2001-02, Total NSW, Males,"23,913",747.3,737.9,756.9
 Southern NSW LHD, 2001-02, Total NSW, Females,"14,483",411.8,405.1,418.6
 Southern NSW LHD, 2001-02, Total NSW, Persons,"38,396",580,574.2,585.9
 Southern NSW LHD, 2002-03, Southern NSW LHD, Males,541,601.5,550.9,655.4
 Southern NSW LHD, 2002-03, Southern NSW LHD, Females,346,362.6,324.6,403.7
 Southern NSW LHD, 2002-03, Southern NSW LHD, Persons,887,485.2,453.3,518.8
 Southern NSW LHD, 2002-03, Rest of NSW, Males,"20,428",651.2,642.2,660.2
 Southern NSW LHD, 2002-03, Rest of NSW, Females,"13,339",383.4,376.9,390
 Southern NSW LHD, 2002-03, Rest of NSW, Persons,"33,767",517.4,511.9,523
 Southern NSW LHD, 2002-03, Total NSW, Males,"20,969",650.2,641.4,659.1
 Southern NSW LHD, 2002-03, Total NSW, Females,"13,685",382.7,376.3,389.2
 Southern NSW LHD, 2002-03, Total NSW, Persons,"34,654",516.5,511,521.9
 Southern NSW LHD, 2003-04, Southern NSW LHD, Males,575,632.6,580.8,687.7
 Southern NSW LHD, 2003-04, Southern NSW LHD, Females,361,359.8,323,399.6
 Southern NSW LHD, 2003-04, Southern NSW LHD, Persons,936,499.1,467,532.7
 Southern NSW LHD, 2003-04, Rest of NSW, Males,"20,682",654.2,645.3,663.2
 Southern NSW LHD, 2003-04, Rest of NSW, Females,"13,958",396.9,390.2,403.6
 Southern NSW LHD, 2003-04, Rest of NSW, Persons,"34,640",525.7,520.1,531.2
 Southern NSW LHD, 2003-04, Total NSW, Males,"21,257",653.5,644.7,662.4
 Southern NSW LHD, 2003-04, Total NSW, Females,"14,319",395.9,389.4,402.5
 Southern NSW LHD, 2003-04, Total NSW, Persons,"35,576",524.8,519.3,530.3
 Southern NSW LHD, 2004-05, Southern NSW LHD, Males,538,591.5,541.4,644.8
 Southern NSW LHD, 2004-05, Southern NSW LHD, Females,342,340.8,304.8,379.8
 Southern NSW LHD, 2004-05, Southern NSW LHD, Persons,881,469.2,438.1,502
 Southern NSW LHD, 2004-05, Rest of NSW, Males,"21,459",672.6,663.6,681.7
 Southern NSW LHD, 2004-05, Rest of NSW, Females,"14,018",394,387.5,400.7
 Southern NSW LHD, 2004-05, Rest of NSW, Persons,"35,477",533,527.4,538.6
 Southern NSW LHD, 2004-05, Total NSW, Males,"21,997",670.3,661.4,679.2
 Southern NSW LHD, 2004-05, Total NSW, Females,"14,360",392.3,385.9,398.9
 Southern NSW LHD, 2004-05, Total NSW, Persons,"36,358",530.9,525.5,536.4
 Southern NSW LHD, 2005-06, Southern NSW LHD, Males,568,617.6,566.7,671.7
 Southern NSW LHD, 2005-06, Southern NSW LHD, Females,354,353.1,316.2,393.1
 Southern NSW LHD, 2005-06, Southern NSW LHD, Persons,922,488.1,456.3,521.4
 Southern NSW LHD, 2005-06, Rest of NSW, Males,"22,736",705.1,695.9,714.3
 Southern NSW LHD, 2005-06, Rest of NSW, Females,"14,816",414,407.3,420.8
 Southern NSW LHD, 2005-06, Rest of NSW, Persons,"37,551",558.9,553.3,564.6
 Southern NSW LHD, 2005-06, Total NSW, Males,"23,303",702.7,693.6,711.8
 Southern NSW LHD, 2005-06, Total NSW, Females,"15,170",412,405.4,418.6
 Southern NSW LHD, 2005-06, Total NSW, Persons,"38,474",556.5,551,562.1
 Southern NSW LHD, 2006-07, Southern NSW LHD, Males,629,672.3,619.4,728.4
 Southern NSW LHD, 2006-07, Southern NSW LHD, Females,340,324.6,290.1,362.1
 Southern NSW LHD, 2006-07, Southern NSW LHD, Persons,968,500.5,468.6,533.9
 Southern NSW LHD, 2006-07, Rest of NSW, Males,"24,311",742.5,733.1,751.9
 Southern NSW LHD, 2006-07, Rest of NSW, Females,"16,210",448.8,441.9,455.9
 Southern NSW LHD, 2006-07, Rest of NSW, Persons,"40,521",594.6,588.8,600.5
 Southern NSW LHD, 2006-07, Total NSW, Males,"24,939",740.5,731.3,749.8
 Southern NSW LHD, 2006-07, Total NSW, Females,"16,550",445.2,438.4,452.1
 Southern NSW LHD, 2006-07, Total NSW, Persons,"41,489",591.6,585.9,597.3
 Southern NSW LHD, 2007-08, Southern NSW LHD, Males,715,750.4,694.9,809
 Southern NSW LHD, 2007-08, Southern NSW LHD, Females,438,425.1,385,468.2
 Southern NSW LHD, 2007-08, Southern NSW LHD, Persons,"1,153",589.4,554.9,625.4
 Southern NSW LHD, 2007-08, Rest of NSW, Males,"24,492",733.5,724.4,742.8
 Southern NSW LHD, 2007-08, Rest of NSW, Females,"16,714",453.5,446.6,460.6
 Southern NSW LHD, 2007-08, Rest of NSW, Persons,"41,205",592.8,587.1,598.6
 Southern NSW LHD, 2007-08, Total NSW, Males,"25,207",734.1,725,743.2
 Southern NSW LHD, 2007-08, Total NSW, Females,"17,151",452.4,445.5,459.3
 Southern NSW LHD, 2007-08, Total NSW, Persons,"42,358",592.2,586.5,597.9
 Southern NSW LHD, 2008-09, Southern NSW LHD, Males,784,830.8,772.2,892.7
 Southern NSW LHD, 2008-09, Southern NSW LHD, Females,456,431,390.9,473.8
 Southern NSW LHD, 2008-09, Southern NSW LHD, Persons,"1,241",632.4,596.6,669.6
 Southern NSW LHD, 2008-09, Rest of NSW, Males,"24,751",726.9,717.8,736
 Southern NSW LHD, 2008-09, Rest of NSW, Females,"17,238",460.9,454,467.9
 Southern NSW LHD, 2008-09, Rest of NSW, Persons,"41,989",592.9,587.2,598.6
 Southern NSW LHD, 2008-09, Total NSW, Males,"25,535",729.3,720.3,738.3
 Southern NSW LHD, 2008-09, Total NSW, Females,"17,694",459.8,452.9,466.7
 Southern NSW LHD, 2008-09, Total NSW, Persons,"43,229",593.4,587.8,599
 Southern NSW LHD, 2009-10, Southern NSW LHD, Males,784,799.2,742.6,858.9
 Southern NSW LHD, 2009-10, Southern NSW LHD, Females,512,486.8,444,532.4
 Southern NSW LHD, 2009-10, Southern NSW LHD, Persons,"1,296",644.7,609,681.9
 Southern NSW LHD, 2009-10, Rest of NSW, Males,"24,845",716,707.1,725
 Southern NSW LHD, 2009-10, Rest of NSW, Females,"17,442",456.1,449.3,463
 Southern NSW LHD, 2009-10, Rest of NSW, Persons,"42,288",585.2,579.6,590.9
 Southern NSW LHD, 2009-10, Total NSW, Males,"25,629",718,709.2,726.9
 Southern NSW LHD, 2009-10, Total NSW, Females,"17,954",456.6,449.8,463.4
 Southern NSW LHD, 2009-10, Total NSW, Persons,"43,583",586.3,580.7,591.8
 Southern NSW LHD, 2010-11, Southern NSW LHD, Males,797,782.6,727.3,840.8
 Southern NSW LHD, 2010-11, Southern NSW LHD, Females,472,434.9,394.8,477.7
 Southern NSW LHD, 2010-11, Southern NSW LHD, Persons,"1,269",610.2,575.8,646
 Southern NSW LHD, 2010-11, Rest of NSW, Males,"25,427",718.6,709.7,727.5
 Southern NSW LHD, 2010-11, Rest of NSW, Females,"17,828",457.2,450.4,464
 Southern NSW LHD, 2010-11, Rest of NSW, Persons,"43,255",586.6,581.1,592.2
 Southern NSW LHD, 2010-11, Total NSW, Males,"26,223",720.4,711.7,729.3
 Southern NSW LHD, 2010-11, Total NSW, Females,"18,301",456,449.3,462.8
 Southern NSW LHD, 2010-11, Total NSW, Persons,"44,524",586.7,581.2,592.2
 Southern NSW LHD, 2011-12, Southern NSW LHD, Males,808,798,741.6,857.5
 Southern NSW LHD, 2011-12, Southern NSW LHD, Females,460,412.3,373.6,453.8
 Southern NSW LHD, 2011-12, Southern NSW LHD, Persons,"1,268",606,571.6,641.8
 Southern NSW LHD, 2011-12, Rest of NSW, Males,"26,168",725.3,716.4,734.2
 Southern NSW LHD, 2011-12, Rest of NSW, Females,"18,320",464.4,457.5,471.3
 Southern NSW LHD, 2011-12, Rest of NSW, Persons,"44,488",593.1,587.5,598.7
 Southern NSW LHD, 2011-12, Total NSW, Males,"26,976",726.6,717.9,735.4
 Southern NSW LHD, 2011-12, Total NSW, Females,"18,780",462.4,455.7,469.2
 Southern NSW LHD, 2011-12, Total NSW, Persons,"45,756",592.6,587.1,598.1
 Southern NSW LHD, 2012-13, Southern NSW LHD, Males,762,731.3,678.1,787.5
 Southern NSW LHD, 2012-13, Southern NSW LHD, Females,459,404.9,366.7,445.8
 Southern NSW LHD, 2012-13, Southern NSW LHD, Persons,"1,221",570.1,537.1,604.6
 Southern NSW LHD, 2012-13, Rest of NSW, Males,"27,185",745.3,736.4,754.3
 Southern NSW LHD, 2012-13, Rest of NSW, Females,"18,600",461.5,454.8,468.3
 Southern NSW LHD, 2012-13, Rest of NSW, Persons,"45,784",601,595.5,606.6
 Southern NSW LHD, 2012-13, Total NSW, Males,"27,947",744.5,735.7,753.3
 Southern NSW LHD, 2012-13, Total NSW, Females,"19,058",459.4,452.8,466.1
 Southern NSW LHD, 2012-13, Total NSW, Persons,"47,005",599.4,593.9,604.9
 Southern NSW LHD, 2013-14, Southern NSW LHD, Males,819,805.9,749.2,865.6
 Southern NSW LHD, 2013-14, Southern NSW LHD, Females,485,423.4,384.5,465.1
 Southern NSW LHD, 2013-14, Southern NSW LHD, Persons,"1,305",616.4,581.7,652.5
 Southern NSW LHD, 2013-14, Rest of NSW, Males,"27,300",737.5,728.7,746.3
 Southern NSW LHD, 2013-14, Rest of NSW, Females,"18,818",464,457.3,470.9
 Southern NSW LHD, 2013-14, Rest of NSW, Persons,"46,118",598.3,592.8,603.9
 Southern NSW LHD, 2013-14, Total NSW, Males,"28,120",738.4,729.8,747.2
 Southern NSW LHD, 2013-14, Total NSW, Females,"19,303",462.3,455.7,469
 Southern NSW LHD, 2013-14, Total NSW, Persons,"47,423",597.7,592.2,603.1
 Southern NSW LHD, 2014-15, Southern NSW LHD, Males,763,733.5,680,789.9
 Southern NSW LHD, 2014-15, Southern NSW LHD, Females,474,397.3,360.3,437.1
 Southern NSW LHD, 2014-15, Southern NSW LHD, Persons,"1,237",566.6,533.8,600.8
 Southern NSW LHD, 2014-15, Rest of NSW, Males,"28,112",746.7,737.9,755.6
 Southern NSW LHD, 2014-15, Rest of NSW, Females,"18,775",455.2,448.6,461.9
 Southern NSW LHD, 2014-15, Rest of NSW, Persons,"46,887",598.2,592.8,603.8
 Southern NSW LHD, 2014-15, Total NSW, Males,"28,875",745.7,737.1,754.4
 Southern NSW LHD, 2014-15, Total NSW, Females,"19,248",453.2,446.7,459.8
 Southern NSW LHD, 2014-15, Total NSW, Persons,"48,123",596.5,591.1,601.9
 Southern NSW LHD, 2015-16, Southern NSW LHD, Males,738,702.1,650,757.1
 Southern NSW LHD, 2015-16, Southern NSW LHD, Females,443,366.3,330.9,404.3
 Southern NSW LHD, 2015-16, Southern NSW LHD, Persons,"1,182",534.9,503.2,568
 Southern NSW LHD, 2015-16, Rest of NSW, Males,"27,890",728.9,720.3,737.6
 Southern NSW LHD, 2015-16, Rest of NSW, Females,"18,521",442.1,435.6,448.7
 Southern NSW LHD, 2015-16, Rest of NSW, Persons,"46,411",583.4,578,588.8
 Southern NSW LHD, 2015-16, Total NSW, Males,"28,628",729.8,721.3,738.4
 Southern NSW LHD, 2015-16, Total NSW, Females,"18,964",440.2,433.8,446.6
 Southern NSW LHD, 2015-16, Total NSW, Persons,"47,593",582.5,577.2,587.8
 Southern NSW LHD, 2016-17, Southern NSW LHD, Males,819,743.3,690.9,798.5
 Southern NSW LHD, 2016-17, Southern NSW LHD, Females,508,419.2,381.4,459.5
 Southern NSW LHD, 2016-17, Southern NSW LHD, Persons,"1,327",582.4,549.9,616.3
 Southern NSW LHD, 2016-17, Rest of NSW, Males,"29,403",753.9,745.3,762.7
 Southern NSW LHD, 2016-17, Rest of NSW, Females,"19,452",454.8,448.3,461.4
 Southern NSW LHD, 2016-17, Rest of NSW, Persons,"48,855",602.7,597.3,608.2
 Southern NSW LHD, 2016-17, Total NSW, Males,"30,222",766.2,757.5,775
 Southern NSW LHD, 2016-17, Total NSW, Females,"19,959",459.4,452.9,465.9
 Southern NSW LHD, 2016-17, Total NSW, Persons,"50,182",610.3,604.9,615.7
 Murrumbidgee LHD, 2001-02, Murrumbidgee LHD, Males,991,868.7,815,924.9
 Murrumbidgee LHD, 2001-02, Murrumbidgee LHD, Females,556,440.1,403.7,478.9
 Murrumbidgee LHD, 2001-02, Murrumbidgee LHD, Persons,"1,546",663.4,630.5,697.5
 Murrumbidgee LHD, 2001-02, Rest of NSW, Males,"22,923",743.1,733.4,752.8
 Murrumbidgee LHD, 2001-02, Rest of NSW, Females,"13,927",410.9,404.1,417.9
 Murrumbidgee LHD, 2001-02, Rest of NSW, Persons,"36,849",577.4,571.6,583.4
 Murrumbidgee LHD, 2001-02, Total NSW, Males,"23,913",747.3,737.9,756.9
 Murrumbidgee LHD, 2001-02, Total NSW, Females,"14,483",411.8,405.1,418.6
 Murrumbidgee LHD, 2001-02, Total NSW, Persons,"38,396",580,574.2,585.9
 Murrumbidgee LHD, 2002-03, Murrumbidgee LHD, Males,828,717.5,669,768.5
 Murrumbidgee LHD, 2002-03, Murrumbidgee LHD, Females,527,406.2,371.6,443.2
 Murrumbidgee LHD, 2002-03, Murrumbidgee LHD, Persons,"1,355",568.8,538.6,600.2
 Murrumbidgee LHD, 2002-03, Rest of NSW, Males,"20,141",647.1,638.2,656.2
 Murrumbidgee LHD, 2002-03, Rest of NSW, Females,"13,158",381.7,375.1,388.3
 Murrumbidgee LHD, 2002-03, Rest of NSW, Persons,"33,299",514.4,508.9,520
 Murrumbidgee LHD, 2002-03, Total NSW, Males,"20,969",650.2,641.4,659.1
 Murrumbidgee LHD, 2002-03, Total NSW, Females,"13,685",382.7,376.3,389.2
 Murrumbidgee LHD, 2002-03, Total NSW, Persons,"34,654",516.5,511,521.9
 Murrumbidgee LHD, 2003-04, Murrumbidgee LHD, Males,858,748.6,698.8,800.9
 Murrumbidgee LHD, 2003-04, Murrumbidgee LHD, Females,551,423.2,387.9,460.8
 Murrumbidgee LHD, 2003-04, Murrumbidgee LHD, Persons,"1,409",592.3,561.5,624.4
 Murrumbidgee LHD, 2003-04, Rest of NSW, Males,"20,399",650,641,659
 Murrumbidgee LHD, 2003-04, Rest of NSW, Females,"13,767",394.7,388.1,401.4
 Murrumbidgee LHD, 2003-04, Rest of NSW, Persons,"34,167",522.4,516.8,528
 Murrumbidgee LHD, 2003-04, Total NSW, Males,"21,257",653.5,644.7,662.4
 Murrumbidgee LHD, 2003-04, Total NSW, Females,"14,319",395.9,389.4,402.5
 Murrumbidgee LHD, 2003-04, Total NSW, Persons,"35,576",524.8,519.3,530.3
 Murrumbidgee LHD, 2004-05, Murrumbidgee LHD, Males,923,796.9,745.7,850.7
 Murrumbidgee LHD, 2004-05, Murrumbidgee LHD, Females,592,451.2,414.8,489.9
 Murrumbidgee LHD, 2004-05, Murrumbidgee LHD, Persons,"1,515",630.5,598.7,663.4
 Murrumbidgee LHD, 2004-05, Rest of NSW, Males,"21,074",665.3,656.3,674.3
 Murrumbidgee LHD, 2004-05, Rest of NSW, Females,"13,768",390,383.5,396.6
 Murrumbidgee LHD, 2004-05, Rest of NSW, Persons,"34,842",527.2,521.7,532.8
 Murrumbidgee LHD, 2004-05, Total NSW, Males,"21,997",670.3,661.4,679.2
 Murrumbidgee LHD, 2004-05, Total NSW, Females,"14,360",392.3,385.9,398.9
 Murrumbidgee LHD, 2004-05, Total NSW, Persons,"36,358",530.9,525.5,536.4
 Murrumbidgee LHD, 2005-06, Murrumbidgee LHD, Males,955,817.9,766.1,872.3
 Murrumbidgee LHD, 2005-06, Murrumbidgee LHD, Females,642,486.9,449,527.1
 Murrumbidgee LHD, 2005-06, Murrumbidgee LHD, Persons,"1,597",659.3,626.9,693
 Murrumbidgee LHD, 2005-06, Rest of NSW, Males,"22,349",697.9,688.7,707.1
 Murrumbidgee LHD, 2005-06, Rest of NSW, Females,"14,528",409.1,402.4,415.9
 Murrumbidgee LHD, 2005-06, Rest of NSW, Persons,"36,877",552.7,547.1,558.4
 Murrumbidgee LHD, 2005-06, Total NSW, Males,"23,303",702.7,693.6,711.8
 Murrumbidgee LHD, 2005-06, Total NSW, Females,"15,170",412,405.4,418.6
 Murrumbidgee LHD, 2005-06, Total NSW, Persons,"38,474",556.5,551,562.1
 Murrumbidgee LHD, 2006-07, Murrumbidgee LHD, Males,"1,097",933.7,878.4,991.5
 Murrumbidgee LHD, 2006-07, Murrumbidgee LHD, Females,655,496.4,458,537
 Murrumbidgee LHD, 2006-07, Murrumbidgee LHD, Persons,"1,752",721.3,687.4,756.5
 Murrumbidgee LHD, 2006-07, Rest of NSW, Males,"23,842",733.1,723.8,742.5
 Murrumbidgee LHD, 2006-07, Rest of NSW, Females,"15,895",443.2,436.3,450.2
 Murrumbidgee LHD, 2006-07, Rest of NSW, Persons,"39,738",587,581.2,592.8
 Murrumbidgee LHD, 2006-07, Total NSW, Males,"24,939",740.5,731.3,749.8
 Murrumbidgee LHD, 2006-07, Total NSW, Females,"16,550",445.2,438.4,452.1
 Murrumbidgee LHD, 2006-07, Total NSW, Persons,"41,489",591.6,585.9,597.3
 Murrumbidgee LHD, 2007-08, Murrumbidgee LHD, Males,"1,065",896.2,842.3,952.6
 Murrumbidgee LHD, 2007-08, Murrumbidgee LHD, Females,641,479.5,441.9,519.3
 Murrumbidgee LHD, 2007-08, Murrumbidgee LHD, Persons,"1,706",692.9,659.7,727.3
 Murrumbidgee LHD, 2007-08, Rest of NSW, Males,"24,141",727.6,718.4,736.8
 Murrumbidgee LHD, 2007-08, Rest of NSW, Females,"16,510",451.2,444.3,458.3
 Murrumbidgee LHD, 2007-08, Rest of NSW, Persons,"40,652",588.6,582.8,594.3
 Murrumbidgee LHD, 2007-08, Total NSW, Males,"25,207",734.1,725,743.2
 Murrumbidgee LHD, 2007-08, Total NSW, Females,"17,151",452.4,445.5,459.3
 Murrumbidgee LHD, 2007-08, Total NSW, Persons,"42,358",592.2,586.5,597.9
 Murrumbidgee LHD, 2008-09, Murrumbidgee LHD, Males,"1,167",974.8,918.6,1033.6
 Murrumbidgee LHD, 2008-09, Murrumbidgee LHD, Females,681,513.1,473.9,554.5
 Murrumbidgee LHD, 2008-09, Murrumbidgee LHD, Persons,"1,848",748.5,714,784.2
 Murrumbidgee LHD, 2008-09, Rest of NSW, Males,"24,368",720.2,711.2,729.4
 Murrumbidgee LHD, 2008-09, Rest of NSW, Females,"17,013",457.8,450.8,464.8
 Murrumbidgee LHD, 2008-09, Rest of NSW, Persons,"41,381",588,582.3,593.7
 Murrumbidgee LHD, 2008-09, Total NSW, Males,"25,535",729.3,720.3,738.3
 Murrumbidgee LHD, 2008-09, Total NSW, Females,"17,694",459.8,452.9,466.7
 Murrumbidgee LHD, 2008-09, Total NSW, Persons,"43,229",593.4,587.8,599
 Murrumbidgee LHD, 2009-10, Murrumbidgee LHD, Males,"1,047",864.1,811.4,919.3
 Murrumbidgee LHD, 2009-10, Murrumbidgee LHD, Females,626,453.2,417.1,491.6
 Murrumbidgee LHD, 2009-10, Murrumbidgee LHD, Persons,"1,672",664,631.7,697.5
 Murrumbidgee LHD, 2009-10, Rest of NSW, Males,"24,582",712.7,703.7,721.7
 Murrumbidgee LHD, 2009-10, Rest of NSW, Females,"17,328",456.4,449.5,463.3
 Murrumbidgee LHD, 2009-10, Rest of NSW, Persons,"41,911",583.6,578,589.2
 Murrumbidgee LHD, 2009-10, Total NSW, Males,"25,629",718,709.2,726.9
 Murrumbidgee LHD, 2009-10, Total NSW, Females,"17,954",456.6,449.8,463.4
 Murrumbidgee LHD, 2009-10, Total NSW, Persons,"43,583",586.3,580.7,591.8
